Ref_Date,GEO,AGE,SEX,MHWBPROF,UNIT,Value
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met","High 95% confidence interval, number of persons",122842
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met",Coefficient of variation for number of persons,11.5
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met",Percent,1.2
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met","Low 95% confidence interval, percent",0.9
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met","High 95% confidence interval, percent",1.4
2002,Canada,25 to 64 years,Males,"Panic disorder, all measured criteria are met",Coefficient of variation for percent,11.5
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met",Number of persons,8301518
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met","Low 95% confidence interval, number of persons",8266279
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met","High 95% confidence interval, number of persons",8336757
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met",Coefficient of variation for number of persons,0.2
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met",Percent,97.2
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met","Low 95% confidence interval, percent",96.8
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met","High 95% confidence interval, percent",97.6
2002,Canada,25 to 64 years,Males,"Panic disorder, measured criteria not met",Coefficient of variation for percent,0.2
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated",Number of persons,141451
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated","Low 95% confidence interval, number of persons",113076
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated","High 95% confidence interval, number of persons",169826
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated",Coefficient of variation for number of persons,10.2
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated",Percent,1.7
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated","Low 95% confidence interval, percent",1.3
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated","High 95% confidence interval, percent",2
2002,Canada,25 to 64 years,Males,"Panic disorder, not stated",Coefficient of variation for percent,10.2
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),Number of persons,8543283
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),"Low 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),"High 95% confidence interval, number of persons",8543283
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),Coefficient of variation for number of persons,0
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),Percent,100
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),"Low 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),"High 95% confidence interval, percent",100
2002,Canada,25 to 64 years,Males,Total population for the variable social phobia (social anxiety disorder),Coefficient of variation for percent,0
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Number of persons,231478
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met","Low 95% confidence interval, number of persons",193165
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met","High 95% confidence interval, number of persons",269792
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Coefficient of variation for number of persons,8.4
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Percent,2.7
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met","Low 95% confidence interval, percent",2.3
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met","High 95% confidence interval, percent",3.2
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), all measured criteria are met",Coefficient of variation for percent,8.4
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met",Number of persons,8246934
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met","Low 95% confidence interval, number of persons",8202345
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met","High 95% confidence interval, number of persons",8291523
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met",Coefficient of variation for number of persons,0.3
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met",Percent,96.5
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met","Low 95% confidence interval, percent",96
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met","High 95% confidence interval, percent",97.1
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), measured criteria not met",Coefficient of variation for percent,0.3
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated",Number of persons,64871
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated","Low 95% confidence interval, number of persons",42971
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated","High 95% confidence interval, number of persons",86770
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated",Coefficient of variation for number of persons,17.2
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated",Percent,0.8
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated","Low 95% confidence interval, percent",0.5
2002,Canada,25 to 64 years,Males,"Social phobia (social anxiety disorder), not stated","High 95% confidence interval, percent",1
